ad_spend,social_media,daily_customers,store_type,daily_sales
678.7661614294043,523.0957972651976,108.0,3,4464.43017817551
285.57701661212934,306.1872893660519,132.0,1,3104.1622947258697
1400.042750373098,1171.6642762652903,134.0,2,7834.114979860581
936.2897381052425,858.522315086782,96.0,3,5533.949656977933
331.8726462050798,188.3042401176555,89.0,1,2513.050517048092
1040.8361292114132,887.5530201690058,71.0,2,5984.286054602319
165.33819011891495,216.944511043099,112.0,2,2503.490413706615
1827.7087639496858,1321.4678522458994,95.0,1,9144.462294230458
591.6819650400321,378.68489101876366,67.0,2,3433.851482800708
1358.7923402725658,923.8952979972446,118.0,3,7540.279447812848
692.2510445698808,532.2482889003401,68.0,2,4069.7235910852187
1088.1292402378406,927.9067726539495,78.0,1,5620.4343875038285
1138.7495307522313,1031.1881887694674,98.0,1,6675.522174988883
,366.9063548323831,107.0,1,3431.813341802365
1942.2107927526613,1684.0578778478325,86.0,3,9755.691668931999
1572.7523643861177,1147.793774851703,122.0,1,8113.009775485299
1885.0479889719593,1371.767796029155,96.0,2,9457.05187868497
1800.1719658125328,1435.693756738297,134.0,1,9623.99158066642
,1019.5332037079941,125.0,1,7027.935975172254
1851.561046543922,1478.6332573876102,76.0,3,9203.4331431794
268.13575389864707,49.11323511572755,106.0,3,2657.6948875560656
472.3674385963759,370.7643477160777,101.0,1,3515.4618185741942
185.93184893002234,44.38791910362963,117.0,2,2257.5036253098215
718.1276284502022,628.075906666565,67.0,1,4251.210598809341
838.4868504100158,700.1173400157605,81.0,2,4628.178672559633
615.5631603704022,417.2601453901334,88.0,2,3889.2362822587856
,1298.5716605239973,118.0,1,9120.628943371012
,537.5279748231396,101.0,1,4459.38209154541
633.7755684060235,502.00612694296507,73.0,1,3470.611545017524
1131.1225580006721,981.3094320406368,102.0,3,6252.096778172632
,215.3467382547957,73.0,3,2216.120127013425
1624.1742634326754,1339.663131987568,121.0,1,8486.204721177819
,150.8963689234564,83.0,3,1994.100685268385
1975.0851795409828,1516.6383170517988,81.0,1,9258.005305889541
1567.265061663649,1245.2496205345547,67.0,1,7690.558661594422
,299.22845013839213,126.0,3,3767.534997168419
110.49202253484455,44.10167360010108,97.0,3,1464.0206228793315
1649.3767140641849,1223.67113984424,100.0,3,8727.754657972942
1443.0289533104726,1311.6011732816892,117.0,2,8251.468669992117
1485.1136192778758,1190.911979580039,136.0,1,8397.459279896555
1565.413658703297,1196.352886323231,97.0,3,7903.1294354879265
240.68483829477168,209.66626349455512,83.0,1,2268.6864277397576
781.0848842341179,615.881663412028,79.0,2,4281.068666580251
320.15121309774645,238.44340251553936,79.0,1,2526.00343587013
1739.8965091636278,1441.0505433343762,103.0,2,9153.04929907975
1284.26644097236,1088.0137695816722,70.0,1,6703.388533880712
,540.5249059671845,106.0,1,4156.016536817417
220.7608655434449,130.54323318318154,109.0,3,2093.334254212943
690.8664112597581,530.6889932356751,66.0,1,3930.196213900483
717.8483118508194,390.12495630180877,119.0,2,4251.665471446011
1486.2517388423216,1067.786106097973,95.0,1,7599.590107704196
1311.359195574905,1158.437297855486,123.0,1,7109.2350552016715
1785.7042108950204,1560.1607857961192,142.0,1,9945.09298034491
997.2083578077037,777.8438030816527,61.0,1,4818.677320358059
327.22906728277326,307.90781087067995,,3,3006.5007179003896
1455.1650957236905,1189.0320889424352,110.0,1,7897.715245131582
1545.491592372105,1482.7037385741032,121.0,3,8548.338903397385
1166.4266753820427,1022.7073332204004,115.0,2,6924.6722058117775
1564.837641913666,1241.6367062124716,118.0,2,8493.232811375821
1038.2116330923423,754.1260712258398,74.0,2,5372.921124371853
1093.1923758257888,746.0381950400252,102.0,2,14423.477161764491
,746.1394387743734,127.0,3,5210.880897613575
148.29634081378086,58.129013028280426,85.0,1,1658.664820552452
304.9937112872784,130.21467226200883,108.0,1,2123.045274812652
159.71545280479506,76.04653150443393,153.0,3,2562.1349701090826
1309.1797814011827,960.8199848317945,108.0,3,6948.646670193381
697.2763640450207,692.7924220418217,71.0,3,4351.884408603201
1066.284313212935,923.5586311263041,78.0,2,5816.997739083079
1824.3763004595767,1458.863229062332,76.0,3,8945.820492067784
573.6552353828624,577.319719417492,101.0,2,4224.687887294823
879.7275537676965,709.9715076259668,121.0,2,5555.798199894085
1535.5471632317924,1159.5349944791728,,1,8078.607724640706
534.7165144340827,549.6231377288387,99.0,2,3976.7664225401986
246.2618286747067,240.12226643453806,69.0,1,1638.3953843053055
650.5277605361592,437.4425160828109,128.0,1,4440.346117437062
406.3204457826084,309.8292623793981,,3,2891.7124547564363
1866.425539450889,1423.0909712899306,80.0,1,8843.527894890913
,1197.718998460767,95.0,1,8116.252701234481
,1116.867913698375,97.0,1,7001.749106852858
1755.7751213566637,1557.3734283229414,78.0,3,8940.951238257354
1626.9769461083174,1189.6961509811226,93.0,2,8330.319646663376
454.4831118834681,408.6240284420202,60.0,2,3252.182692692989
1795.8620971309579,1384.6382721750201,105.0,3,9401.70479916962
1124.7502596397364,860.8301770106135,81.0,3,14134.39468452042
1634.136294811719,1259.9175219102658,87.0,1,8299.96782413023
1802.573469854637,1372.9395143093245,118.0,2,9686.009705296618
704.2066024465414,567.2470121928193,95.0,3,4409.429520669787
309.09865660258583,180.80291596918568,,2,2502.335768622966
533.0768088296892,448.0979931261385,72.0,1,3684.692275998382
911.504798389887,725.1847899559787,154.0,3,6157.808639925142
1654.228055252737,1304.266600452877,133.0,2,9050.777568529254
1735.3881081870525,1315.7053935863141,108.0,1,9052.719500876685
113.20904800926233,44.42553196194326,113.0,2,1966.7825748538703
1070.419874897375,916.7671979839604,91.0,1,5897.75306617023
893.0809059826801,754.5380997960946,93.0,1,5028.354916981697
522.0048398943875,339.3994523316259,124.0,3,4091.4656051025427
327.7441979339973,270.141942781536,115.0,1,2653.940041053855
741.4688256668932,653.2860304032577,54.0,2,4487.75018716813
1891.5284374337864,1379.6703274573194,98.0,2,9558.366598196977
714.0855708394349,614.7372720619427,78.0,1,3835.332376322678
1085.7021813123956,815.5518443342488,122.0,3,6322.457591159153
1435.7360219008378,1194.2367110081232,107.0,1,7207.704504911509
790.8962445206586,571.6562630931255,92.0,1,4629.964140808624
1946.3859571698254,1412.7181976826987,98.0,1,9718.263285725068
1928.6498603900113,1412.7164932813562,79.0,1,9108.435982926618
578.3863620681918,466.55588538746406,135.0,1,4197.850679809638
1044.7721611955324,856.5955290941446,69.0,3,5966.078844891984
671.6687886518623,464.9897009131372,123.0,3,4291.560400118039
641.1969393171885,564.0449481559408,78.0,1,9002.344897241157
170.0851999736123,3.1465549973730447,69.0,2,1852.9584209533907
1258.172234561804,1001.251403757658,67.0,3,6843.797438151035
1055.090144134837,747.190819326873,103.0,3,5813.887738028315
197.80962737497975,106.10081327581108,68.0,2,1980.66389530349
629.4282820495617,507.33451934496253,86.0,1,4102.296982992835
1825.705183336642,1391.7310774465975,,1,8738.506671688707
555.1675922672475,413.369630275412,93.0,3,3485.8234568873795
375.3002569733239,380.74363031581436,67.0,3,2926.8686606824
1029.9602445273697,777.8168460600439,84.0,1,5841.301192893521
1972.7358628101413,1645.0440592133243,66.0,1,9696.154639050797
559.9050158718508,357.54746432487116,,3,3162.4580895067775
1377.0575400711693,1144.0303662901583,104.0,3,7887.783122236857
1547.0772691245634,1352.9873049522828,99.0,3,8131.314621108395
551.5113335855594,243.4775068582644,114.0,3,3504.3222159034676
,1123.1372294523885,74.0,1,7395.575567326407
798.7879521665811,685.1961319077081,106.0,2,5347.830937351873
,1024.8612316188014,100.0,2,7239.586012278655
1303.7064504456998,1072.6568302262647,106.0,1,7144.116296845256
1117.9718997420412,846.0587048563673,65.0,2,5878.521613085066
271.5505631033758,224.16763348053266,89.0,3,2362.786479253164
1687.0747416195522,1337.2056144642756,65.0,1,8307.238288073053
709.482123446298,661.008263689823,70.0,3,3625.3519734701417
454.38516975972306,383.8618032718755,,2,3470.571607143572
177.47276895405145,168.98642812925735,70.0,3,1794.4833285285424
1222.6965920576595,945.2071163563302,91.0,1,6169.216670722714
1387.3722875003366,1070.8893320744698,111.0,1,7462.916448031326
131.5168749629267,70.60884494477169,73.0,2,1507.7835986815762
1072.9768107686339,889.937620005171,153.0,1,6990.636878096792
530.3419728760821,390.5948198352446,85.0,3,3729.050882503598
1325.8283017779547,1083.8446299740767,98.0,3,7021.940285444574
431.29621510948374,511.0690359792221,77.0,1,3037.5671457745084
1412.7817023946852,1199.9153381902836,110.0,2,7774.505990514572
834.7971579710211,641.7558438033897,107.0,2,4968.6195864572355
1879.7869785997955,1599.926696652952,137.0,1,10102.11387298496
361.2897938773872,256.38580526018563,123.0,3,2929.8839931426473
748.0260669954912,435.3708907821646,96.0,3,4030.0043768725627
315.59969035711924,171.83284741230307,124.0,2,3042.6647495192956
1856.9178747292692,1335.870946101347,84.0,3,9172.440126814481
1766.9447714238638,1385.4347384157866,80.0,2,8665.425909054848
590.0890926587956,473.54474446220064,78.0,3,3811.580407969219
1353.96968746494,1217.2907349539748,126.0,2,7681.692001902398
1652.7221803823102,1348.3319342069813,102.0,3,8670.905230902219
1154.8815420389785,906.3771913264737,114.0,3,6683.662404289183
1106.3360988764123,951.421325595809,115.0,1,6340.012740563417
,270.7246574480557,104.0,3,3624.591915517879
276.8952588312085,240.36537171365208,51.0,1,1744.9983641750796
1804.7099401113207,1505.4371676000142,72.0,1,8854.004911402066
1810.7943086103278,1330.3485472258749,88.0,1,8800.775533598187
,1133.8145385119217,98.0,3,6961.7314317505
744.1566029925312,622.4049949935782,96.0,3,4508.018306180996
763.4981917640557,577.5755202991805,61.0,3,3780.8614683437254
1479.3157898534548,1234.0751811712666,105.0,3,7816.8694749166925
1804.5094939098965,1625.263023752269,89.0,2,9367.652307598744
1785.464206103723,1442.920665287658,138.0,3,9557.506911914417
1581.7635371294853,1285.2684766076152,119.0,2,8514.416595634204
,1019.1392301912979,123.0,1,7214.673129935788
259.8659334905928,139.9051972352909,73.0,1,2022.9059170017674
407.09455677976615,392.1025107473526,105.0,3,3423.2501041254354
,1377.3156604884512,110.0,3,9106.234607070699
1252.2152133532209,1007.4974696601281,81.0,1,6225.630699034887
117.47439807159633,55.76692271606773,67.0,1,1034.3186872097274
292.795931445461,272.55513121608016,109.0,3,2626.5950347867115
1360.6533613053061,1115.2156574672008,130.0,1,7509.491552458149
109.61700930781551,170.69680298688434,129.0,3,2065.420499701896
405.53529769324746,283.6269262462182,66.0,3,2310.0076758527425
1142.5941997965135,892.4853650137411,102.0,2,6268.682904825133
,1053.3796032303094,123.0,1,7622.7060632421135
1338.726393054941,1035.4376536378638,65.0,3,6827.98742071643
526.1116879750637,451.0733898236391,113.0,3,3673.534414571832
1453.1405205603182,1223.071505779883,108.0,2,7839.7974035912885
550.7732662439201,366.8453870609261,59.0,3,7242.172261563814
,644.1760148105398,87.0,1,4301.777569541707
1518.333669724246,1323.117964483793,116.0,2,8198.690390321299
1334.3025081897079,1100.5167988096623,86.0,3,7158.631343334623
1713.5244799389382,1520.963248955796,119.0,3,8879.832581012792
1349.4644953706525,1017.6684603682363,121.0,1,7217.670547798902
1179.786346337396,844.2567008050034,86.0,3,6219.944974109356
277.9820588733757,80.08802718635829,65.0,2,1980.1182227652907
798.6600258129237,758.6115655694737,64.0,1,5054.096837031277
603.8844985952783,535.4568513845472,93.0,1,3928.571677986651
563.5803224202588,446.4174842633706,74.0,3,3220.191246834642
1948.7200540296467,1581.373533329303,56.0,1,9258.962338529227
846.8856768668447,587.4694177096058,122.0,1,4664.464099175692
1794.8884548365152,1631.5709222385583,128.0,1,24273.168734973497
1299.1633893947994,1049.6684060738578,111.0,3,6960.553122633978
1610.141476729132,1296.864764951697,87.0,2,8493.135733584004
1055.010476899865,902.0697114317873,86.0,3,5720.239232816231
1196.1173807900823,995.374643171003,57.0,1,5978.949081809814
,846.5376165470035,70.0,2,5434.491278130229
470.9616768162845,313.5313850174027,121.0,2,3961.921740745948
1472.6590189968601,1215.8446837683678,67.0,3,7349.602477896564
633.467488637626,657.3359506281035,65.0,3,4276.262439147983
146.20033621976228,224.59387266820804,68.0,1,1799.8452725715701
1326.3973622236188,1188.5728199100467,122.0,2,7747.385468994435
,308.3109785842196,49.0,1,2528.4206910810417
1886.8713102705372,1430.3286625957435,103.0,2,9656.11659236691
1912.464296304916,1519.908483435961,83.0,1,8971.660505873639
1838.2423414188522,1475.0518661181775,120.0,1,9473.598945004427
803.3015304853443,730.1765458659514,127.0,1,5375.76447001258
129.36757140484812,-31.90311325330704,91.0,2,1597.3641782512505
1863.8052689166782,1613.4082406901919,63.0,1,8831.147455271872
913.5498818028972,718.1992735559986,94.0,3,5197.129552976226
1936.6441561829722,1515.1648393505843,104.0,2,10242.911772387595
1930.8779564695803,1463.734015154851,59.0,1,9356.726660852573
1720.7179653879841,1244.1858385611258,99.0,3,8626.935365022711
659.4528949322128,593.4159626627234,70.0,1,4049.692048729945
831.685684343658,671.2139848499987,71.0,2,4589.583622693732
1717.159675882028,1270.5308687263382,126.0,2,8687.855516810121
702.1518097969275,458.11514607245283,105.0,1,3990.675993070346
422.03621870357574,310.7661990196504,116.0,1,3552.5007274527215
,1059.8596409598438,91.0,1,6326.8626591840875
1878.6940709054838,1482.1879486152989,119.0,3,9689.558474357993
1422.4566136824487,1017.7138546965105,61.0,2,6894.467542648127
1183.1162231697933,926.8335334089592,114.0,2,7113.132263962839
,205.89038495175456,105.0,2,2987.3796209335583
1268.5137307284226,799.0600531474124,73.0,1,6621.965669410661
1981.1023151981003,1580.5382628370553,92.0,2,9929.344856601494
366.15962894939565,274.45294074282225,83.0,3,2724.42761127666
1084.8263394910998,923.5575807779533,124.0,1,6011.1192966658755
1767.0088366631153,1561.52355692612,118.0,1,9737.639186457169
1507.4603737329885,1296.0935013502115,124.0,1,7999.101946691935
1424.329907891009,1117.9528310684207,76.0,2,7344.475575881638
1434.7197595755076,1059.2537349610725,119.0,3,7446.577277004008
783.0331873175348,832.2953341140168,73.0,1,4500.598498704624
657.8245041025374,530.997078003189,82.0,2,3851.336295301969
1637.786195409176,1311.3432996803765,98.0,1,8250.198217481247
1639.2154498904433,1309.4423529435546,104.0,3,8419.045974371977
1747.437405302197,1413.7967051031862,73.0,1,8467.875619738294
1835.1570498572955,1456.576806931921,97.0,2,9554.701230532895
1071.5505578357818,811.3474857182065,82.0,3,5466.913199178057
1052.8809599056792,798.5560526253121,108.0,3,5991.572264579193
1616.7608400368729,1290.7884104122186,102.0,2,8751.768317243545
1334.9314684777537,1024.4711930915016,114.0,1,7063.584288573117
1433.7370667896364,1089.9619908175362,80.0,1,7024.959443988669
1612.006071928592,1298.1192757582255,82.0,1,8038.882926269178
1791.010149453376,1412.4099421690325,,1,9381.386937343708
742.190798017918,714.0720775009495,75.0,2,4538.8223487185005
813.6076100158937,438.808503341274,71.0,1,3996.8899622490994
278.56568569765113,310.1730967119179,81.0,1,2435.1227025617295
1198.7322678927305,1058.6726297139949,116.0,2,6723.447928863718
168.29032021380996,-31.238962421603986,87.0,3,1765.5696733492346
984.6362344516743,760.2939800349117,118.0,2,5947.170527992114
1131.0248059443957,875.1045754758533,93.0,1,5980.218378585292
644.4283790437404,402.94176765756663,78.0,1,3418.0945887679286
1222.5831950811205,915.8412210576264,130.0,3,6730.958252943665
157.9504748841939,37.51431227008884,79.0,1,1627.372802030654
170.9615586235074,276.95088237269573,,1,2300.8790217018604
1662.9410652533506,1405.2071236544775,140.0,2,9119.014389946105
784.3622186813994,729.2141825446523,57.0,2,4538.625448378783
341.4149740385811,330.8657443543237,126.0,2,2791.68058936249
1092.2621941041284,783.4856135859245,105.0,1,5801.851540767514
1562.9877508873606,1208.4285794075067,90.0,1,7887.370706719215
510.05995224400203,447.19792669343514,106.0,3,3454.858385484956
1283.4919040561006,929.0232985335249,80.0,1,6254.6776383260985
262.1601834881592,266.7680212043184,119.0,2,2670.153116545432
,139.33018432363292,95.0,3,2127.5025414223865
1109.5737999794812,857.6733753796171,102.0,2,6169.933838954364
1127.2067310592024,958.6421823036412,61.0,1,5284.613941513416
1311.1168128465924,1084.4345151961572,69.0,1,6183.671540323618
1479.5735340730569,1154.7815339929193,98.0,2,7659.297270894583
1954.1189509788157,1656.0415450521925,122.0,3,10381.934009642282
1080.9706617722711,778.2914632098252,69.0,3,4930.092247086453
713.6172985883674,620.168687426235,120.0,1,4543.887747868769
1610.853770060537,1336.1311166859005,61.0,1,7775.154210788736
614.581277397941,466.9013067732336,76.0,3,3964.4463590391206
934.0456993407086,773.3272012519363,94.0,3,5272.232241191342
249.06712455030532,99.16461352942002,83.0,3,2106.019295498111
148.16641248936926,192.4552915280475,94.0,1,4804.730070193237
,1528.433419395007,125.0,2,9646.82786477671
1688.3622289731911,1308.8719415370297,86.0,3,8647.072632678737
1422.3509915780262,1221.8015313293722,80.0,2,7541.612701244126
877.0105943871127,645.2609802662695,93.0,2,5152.144473166574
429.259208134607,230.73046279860083,110.0,1,3903.4974556446355
397.23038107506346,193.25397097813848,74.0,2,2140.5133292177215
575.4615065127311,508.85000131783613,107.0,1,4268.185085764938
,812.3901821536004,87.0,2,6008.644940375535
1457.7322531301184,1306.569337062844,123.0,3,8243.809574579307
1354.3750157636894,916.9456599802537,98.0,1,6875.405846447913
631.8744041972914,641.2160328210362,122.0,3,4434.4901493153175
1914.2440332600688,1548.2766239842645,101.0,1,9534.63259819609
1502.0041417219602,1193.8662644279368,84.0,2,7827.70457197824
1153.2726997716613,879.0246328726131,75.0,3,5655.231375310466
1262.2694178452693,1041.7464234243812,127.0,1,7291.009189096223
897.2401186128009,714.7813186962528,86.0,1,4883.777588530586
570.6888800521992,544.8152546030811,,2,3384.812043482781
776.348089437397,630.2166834428808,90.0,1,4410.636082604912
1539.9076098823014,1243.9502288227914,95.0,3,8290.202522567317
127.34762839653615,72.78912574012045,105.0,3,1738.9223803355274
320.5380169631409,251.87476367282733,132.0,2,3216.3935957974086
187.40501984133022,174.54815738442892,68.0,1,1516.707918911496
177.38472440604326,5.09430811230456,110.0,2,2212.015387250992
1725.3751096209137,1272.445253928274,54.0,3,8308.67993421318
1436.949932822045,1209.0210737794532,116.0,1,8210.465339024935
,814.4134552629697,137.0,2,6179.972995735565
285.8849052369028,213.9892572813079,113.0,2,2888.9196397267906
,828.7308448228166,105.0,2,5983.695646643133
999.5963644830748,827.4836280153936,81.0,1,5697.025600378793
429.08355282902886,300.0860678384742,79.0,3,2693.053345536683
924.3181335521488,677.190128809534,121.0,1,5589.504389414179
857.1589953550096,701.3948166918223,92.0,1,4856.167605028095
1270.1151862992112,937.8223268301665,80.0,3,6496.980687438857
1306.6779366485232,1078.0025697759763,,3,7446.558798517881
186.07761856688458,12.655406514480433,116.0,1,2061.9243763996205
811.7639677902953,731.7436252182878,60.0,1,4389.689745269546
1289.1338398570492,1069.1148704786829,102.0,1,7000.137493558098
1055.9588913021666,865.2494917868435,76.0,1,5936.12866251088
1727.3306982578124,1460.4798373218912,,1,8810.976921243186
1351.5179000759956,1214.4522756178028,63.0,1,7093.7497040192075
409.5754114547164,408.8099343652236,91.0,2,3065.6375224776766
234.0806200608167,39.994557542121754,71.0,3,1545.4168382975647
,954.1111455347435,76.0,2,6929.24205260882
150.37149002908143,70.31170580761085,74.0,2,1817.3866211610316
1212.9736044195802,972.4661675525308,134.0,1,7272.202334136669
1886.4374587074194,1550.5626886034654,109.0,3,9617.56816305571
1193.40093796417,896.6612453190588,91.0,3,6285.374165284657
837.5228597923916,684.9596289920795,,3,4650.826079068177
1322.2476150404711,997.3674574441111,52.0,3,6344.899910962282
970.6804919338816,727.6229693077495,89.0,3,5564.857540477524
1136.6718997002763,796.8046320123633,115.0,2,6259.928043629226
1888.7831366753978,1437.167849651446,70.0,1,9180.763366782625
833.5950118214711,558.7412410078703,106.0,2,12214.263040052487
1926.262071265437,1462.939796774163,70.0,3,9349.740869419387
1820.166219716521,1540.4243195018441,74.0,3,8850.676276586186
472.0031560996632,301.65061377317517,120.0,2,3571.6320990981435
231.78647166281436,396.0197425172428,78.0,1,1613.696409498711
291.47820261711064,272.6479941641596,68.0,1,2116.585084825357
,122.48406488594551,89.0,3,1403.8106836730099
279.44162543626396,154.88467793451412,88.0,2,2597.8590119381156
1397.712869491078,1174.1950859455817,54.0,2,7203.003428898015
235.25843207443506,142.15571956052617,,1,1860.7281780115193
706.0536975581465,574.6037432181461,67.0,1,4259.898816988351
1705.2630908419637,1569.0172357350746,100.0,3,8881.606109715432
144.21667789806915,107.68855034048335,100.0,2,2357.446098325969
1647.490116918978,1409.9339596380364,107.0,3,8955.95145773507
635.5240720694599,452.16514364549687,115.0,2,4189.882582902349
324.51317248114685,256.8114587451605,,2,2951.495772437658
1423.8006141918863,1280.70454220435,79.0,1,7181.834205990002
1294.9914088817795,985.8357624824022,50.0,3,6121.33303660921
1767.1968257014007,1558.7533452008752,67.0,2,8813.27012093306
1496.634983227383,1253.9281414183445,94.0,2,7831.7490626810595
1626.6137677312122,1256.2936721134283,88.0,2,8063.161883502766
635.8656878854823,559.2851694328275,61.0,3,3954.7762301437565
,427.51246251531705,91.0,1,3075.1531518723273
1526.168028117631,1270.6792194714806,111.0,3,8279.307612222154
1632.9860046078015,1180.7708260950048,112.0,1,8215.234153276462
1981.9597698012792,1527.396841775034,71.0,2,9234.833799905973
883.9735861317104,687.3773780612479,77.0,1,4843.194161559458
806.8343630062881,639.5128160770269,120.0,1,4560.443091143311
1575.184625409794,1309.8014681318896,125.0,2,8640.193513370372
747.5267264807339,612.2374612592475,117.0,1,4413.412408084001
,1387.92358622061,79.0,2,9596.090638831367
1730.9842285017223,1415.203210881855,73.0,3,8818.454146406733
915.0886520125349,780.9177812327339,103.0,1,5358.926192368939
1526.655028803845,1266.1072588775592,117.0,3,8546.47244957267
1533.6314607608965,1313.367626653087,104.0,2,8089.482599372038
295.935350788272,303.4620529945299,63.0,2,2427.751665321686
1814.8505226911766,1488.6148244912163,114.0,1,9452.402204766706
1059.9795076509286,842.3703492040512,111.0,1,6045.574366182456
1670.269185604709,1203.338473802488,121.0,1,8881.78687466229
708.0942419581623,600.8448510971367,102.0,1,4552.3171135233815
1801.494134142781,1457.8103222872737,113.0,1,9371.015918509316
839.48318959491,693.3128586515579,61.0,2,4244.240258710824
120.59153781256688,-5.666655815571232,87.0,3,1290.1827523153752
1820.2257551966009,1369.6960809246198,87.0,3,8976.270572624995
273.44468589365374,303.0079769815553,59.0,2,2208.0768826728886
706.6959114217882,562.1923168288981,58.0,1,3552.0705723648057
1905.1177373965293,1578.6142457070334,78.0,1,9930.866996856697
1906.1535791813567,1527.1883334355223,97.0,1,9888.080645689412
1189.5319874342435,954.0060811070546,96.0,1,6521.977511936508
1300.4907031226187,1115.4552669761747,52.0,2,6624.601259939066
952.0464917588075,720.3536151496562,77.0,2,5154.393222974415
657.1004662263226,533.3700351363368,,1,3353.354483423846
724.4626362028404,542.588085865869,104.0,1,4397.208278722043
1377.785066546373,1067.4683550425132,92.0,3,7250.820304343569
1529.511605931592,1198.8755148677824,94.0,3,7627.56308467681
1604.0001830791123,1300.970848193987,101.0,1,8369.775669938019
,1241.9196873146439,83.0,3,8025.600848421409
273.29159579251166,319.093766679891,119.0,3,2441.4560938228483
1039.398578934905,759.9502789703637,120.0,1,14291.790421689377
209.36164403162414,152.5395836923906,93.0,1,1923.7734190870215
1144.1048764150976,880.1054164701441,61.0,2,6278.58501384837
938.9079526094164,866.8845928358318,95.0,3,5647.274025001308
1786.6379472407696,1445.034739913542,116.0,3,9062.9875958388
766.7385238489495,695.9383822366505,90.0,1,4684.398833343494
322.4273312124511,139.09703512700318,108.0,1,2196.006135003908
,318.71137798985126,104.0,2,3303.648525721175
1546.8702002631971,1308.6666238604328,123.0,2,8435.337153232947
1274.614320300896,1026.2741753827509,111.0,1,6929.577126514377
292.13308463330145,318.94489771186926,83.0,3,2780.9184798536503
259.8029316184951,166.45926928676633,88.0,2,2003.882300020799
1431.841349772328,1258.2208750327086,59.0,3,6949.857631095654
238.2497120919677,374.5116195631142,71.0,3,2127.774656242847
1661.5341126516769,1300.200205286169,79.0,3,8523.652815638869
1441.8602315973428,1117.8479835658125,104.0,2,7354.468579855311
,319.9209047451037,122.0,2,2285.407711836081
261.19165676186464,335.31909706794875,121.0,1,2691.53699838991
1974.6151991522333,1537.8633571495252,53.0,2,9532.946648991838
811.1145119366286,615.2766641816343,,1,5162.539019412205
804.2200794270927,620.8332948328338,72.0,2,4416.85869675716
1644.3191777892548,1207.8993013486618,73.0,1,7859.156467383087
,1446.3256819047297,96.0,1,9654.61803488722
1973.4020212634548,1498.3903556705986,60.0,1,8871.128827615963
1531.418551991989,1163.711036385261,,1,7964.631350411995
814.8932125087399,649.1397790160495,97.0,3,4867.261204335555
258.65136172747066,225.6582679848982,77.0,3,2268.999878187961
1576.5791402621298,1385.3033516348303,116.0,2,8552.850803789066
1160.9680744980296,848.9061363393205,123.0,1,6472.03406547796
906.021817569255,803.5632459335308,49.0,1,4145.182667371055
1822.0733316799983,1440.539557805958,121.0,1,9298.629347371487
311.2752163816875,245.0630763331554,82.0,1,2447.447223683116
1035.9876981526322,882.7757178954341,95.0,3,5643.2195233955445
121.57192505809623,7.439778321493108,101.0,1,1625.166356417859
990.4552197888399,822.956955525796,107.0,1,5786.204086789575
206.97622379549097,178.89715569343727,76.0,1,1767.308825497019
325.75404090933665,299.99933384812124,52.0,1,2153.913961301305
323.29986887649926,281.77338661382487,72.0,2,2259.4184959629206
1333.4995740205209,1263.2236704092884,126.0,2,7778.57966094647
1517.4852706043043,1162.969017743338,112.0,1,8078.65394985841
