TV_Budget,Radio_Budget,Online_Budget,Season,Sales
252.09933702911528,142.81954488471564,171.96826216255278,Autumn,1299.7882603782778
126.15344229334268,130.4541607880635,106.26375915205934,Summer,843.6587485084962
74.41802850159597,52.1552532266157,77.32703871374551,Winter,479.9583085488193
221.05825662803923,78.57073759031215,178.49228508793988,Spring,1108.9462961203533
160.03812343490034,36.79072396969435,149.34010624922732,Winter,856.3651338750461
80.5095587111947,144.02663354363392,54.061877966948316,Summer,663.3269667600299
173.79422752781755,98.8027024786144,167.22233082596566,Winter,1064.1474862112877
58.5971302788046,49.72356471545015,92.85566669542868,Autumn,380.271346886452
277.3301005196955,107.32108897276137,214.60730920696327,Spring,1362.7336595366626
114.69499540000423,100.35667125952645,82.84594589198795,Summer,697.5625779389634
215.6305710884955,66.56115334426926,201.5721464131504,Summer,1076.3761410615587
127.92776902235273,34.762486985951774,133.93365813249645,Summer,701.7283476624254
180.0170052944527,107.30451542706395,133.5564036924968,Spring,951.3422270247327
186.67756983581992,87.64000111749313,140.93831952673878,Autumn,992.1236833298182
1028.9208000364556,120.40139092563311,71.33519892789526,Summer,705.3707724238977
292.3961569411397,87.62125514455914,207.0279153322262,Winter,1382.2472493810005
243.78320584027864,130.7835950414102,176.65352574253896,Summer,1363.5198732074903
284.87473539104724,91.74788904068312,207.81697297779647,Summer,1436.4764545869632
273.70683760691225,92.92193629960022,203.60951878344724,Summer,1379.8415946991665
199.47499470277128,133.96496834558485,158.8862980144814,Summer,1147.8898448557109
280.4685587557792,72.45277260761162,229.05914165535378,Autumn,1301.116756863887
72.12312551297987,37.4219796985833,88.70851026666544,Winter,463.10989805397276
98.9957156047863,23.741747920734067,59.229491669053225,Autumn,465.97733875053245
61.30682222763451,118.16784323757047,68.73190575163929,Winter,629.8916009635417
131.33258269081608,100.6402416759504,100.78628926814268,Summer,842.7549711747288
147.1693224223705,,116.74618374484774,Spring,825.022499936593
117.83725794347397,47.685340996158395,107.76619619811126,Autumn,576.9432271212353
257.18437728798233,37.72829182628007,183.2930613991399,Spring,1126.1758950225533
139.18833167339733,21.890806536824652,118.99886026239889,Autumn,586.7917175205541
120.23362742184518,65.5763826448576,99.51594610173727,Summer,700.8225981334001
185.67402078956212,96.6892992911023,158.38824191181268,Autumn,983.55494622965
85.23105624369066,70.99172586296521,73.96821787310888,Summer,544.6478522106185
250.54924518850993,76.87173986308477,249.54539894902587,Autumn,1231.8682216972343
68.6376609199427,137.54063028418727,42.15532905092785,Summer,609.6352401016859
296.72173415012935,65.27321071302904,226.75744822006712,Summer,1394.8667710166894
243.06119232416435,86.8186335907754,181.9861433308362,Winter,1190.7025540789896
99.6789203835431,121.8748916563486,68.63359392362939,Summer,609.5690689503211
51.3805292809006,71.55056170176512,28.356680878590133,Winter,388.95228541259814
253.86535711370854,100.87127102962356,226.87261631311787,Summer,1406.8150857701419
226.71433596190428,132.10728213707688,209.78155372932054,Spring,1308.8676791902835
232.25179201024682,143.43768107549346,174.38650773320794,Summer,1281.497612083951
242.81758667148642,39.11955252077493,177.60695787510457,Spring,1055.0359400578127
68.5111629335226,140.4563912709943,64.23724147454617,Spring,596.8653612366263
139.61643213606817,83.97511810033996,100.64868482323512,Summer,757.8209966680884
78.96726488128243,53.571770478864586,75.83244826013616,Spring,466.8477649863647
265.7758564688984,79.68764831097397,216.67914559214472,Winter,1354.7039927684007
205.82453170688947,,134.34474306556697,Autumn,1150.607176009772
132.7245062131623,84.04035221907304,137.12970899713108,Summer,818.9441642789311
65.88958757150591,62.73770933737607,88.62922351911517,Spring,449.9778041626336
127.74558042891555,102.34211106117435,89.94069053344472,Summer,746.4925216065656
131.29583050668674,51.2189304411651,97.28263320662971,Winter,667.4428915911392
232.40154458451602,29.86223265412631,191.63854348211092,Summer,1087.5925475279214
209.38936783880328,36.7543638483844,174.20063007078315,Summer,1023.9987415238387
271.8031856440816,36.64595906451042,230.61343396872192,Spring,1262.029164801346
168.05373129048732,39.747350156598266,174.64707580771685,Winter,871.5311393758234
607.3760917810001,38.04753244442332,60.379904637779354,Autumn,451.1412633680276
228.31119680574875,103.3137168244179,166.68301255382994,Autumn,1133.45183486555
240.19626215422437,,164.57062516308895,Spring,1054.0925273206312
190.31929939237406,64.93674683210222,137.6368387150609,Summer,934.8702995394832
242.74179498864024,136.58249328778152,193.53089653343628,Spring,1218.95950853345
173.4488990910977,81.6150132341734,174.65027654323393,Spring,972.0735004473222
180.68320734549852,106.78250600773353,134.1943398956754,Spring,979.0114608082487
156.8852545896374,42.40158325621188,129.9839627044879,Summer,791.9950476245215
,44.997572445127204,44.755367427364,Winter,378.2022626061179
76.97285674832611,25.312920114642253,85.34615086762257,Spring,425.0418133068196
,41.961558199381386,96.82448565481928,Summer,405.85535843944615
209.1026028159451,,156.66470679434968,Winter,1008.8667764672803
128.58899526908166,43.011362955977084,93.0824073649009,Spring,635.2412631552053
177.1426727911757,31.53132938841723,162.597355774322,Autumn,800.758028116767
276.89161848152327,35.6826632430781,235.15112457774484,Winter,1313.573606762342
,79.90123984425435,126.79259234449569,Spring,646.2630859282064
152.59573075890745,46.82338339275303,133.75514831364524,Winter,816.0595810057021
238.88778463576216,67.3550819362498,183.92438589286854,Winter,1176.1908521501643
107.19954137290561,85.44424521113139,97.57272971217068,Winter,640.3922546320703
69.24497745719825,109.75132772181749,77.57005357741676,Winter,628.53484881507
122.43786322844201,25.110578179342863,114.3599342067009,Winter,617.0369000501216
90.30532181350111,,82.38973807294684,Winter,668.0397031558432
282.42441308564327,101.62705063381802,247.2730242602977,Spring,1427.4539528319406
252.03009489110423,30.628674153353348,225.00998772179685,Autumn,1189.3217350455761
208.35093912760587,133.56522113388104,194.32393112283523,Summer,1203.1945017654805
267.8651475469294,139.7134120691357,227.26631578933637,Winter,1475.7721359585032
250.91801922477862,27.940134781132286,197.39205377348583,Summer,1167.5869029067464
96.64251472150896,55.99409425913648,80.24828550587362,Spring,543.0813291595045
273.13974962249443,124.80616637309797,242.64197902816272,Winter,1488.28779681424
184.83556047891267,117.27375974987558,131.5297349633854,Autumn,975.3379682090676
251.86003879101563,43.987732516329054,,Summer,1182.020120601649
274.02282498087334,47.21541203377234,211.35148373815147,Winter,1286.1108411087832
129.50086874296596,68.16137336287966,104.17559145306912,Spring,648.9245697746927
940.0752313135033,82.98798807483277,87.57942215768134,Autumn,442.2435382771069
106.98379063548542,100.37312029893847,89.40901386878642,Summer,718.9079274322429
156.77694715656406,67.95877314407042,126.35028868837423,Summer,872.8918660229803
,80.12951309730923,176.40583036490025,Winter,1167.4908731175833
265.18264581408584,117.17122195738835,227.07118797181312,Autumn,1340.2052421734556
51.738032632797676,24.768816375777725,54.300109729059656,Autumn,304.77652307369385
1151.6278487118022,52.816802764722695,185.41455498162236,Autumn,978.5407790264042
154.35275078719474,112.73544616499181,117.32663593069577,Autumn,865.1429098178737
105.52695261768255,136.3768888993359,,Spring,700.7014003859827
79.9663418334207,86.5180674750366,68.96074714095167,Autumn,510.88938792861757
134.403792850907,89.17475308449103,139.0720998759951,Summer,881.4153271101412
285.72742597812976,33.93236147417089,226.67603013476477,Summer,1295.682120711142
130.80073300518882,78.16360768704911,110.22101691955785,Spring,690.0851795694939
179.6976554358415,89.240244639153,155.916054543004,Summer,986.9652317348755
225.75473972379447,51.52116547251485,184.33597424216276,Summer,1078.2106532318958
,55.00162002341953,103.79724818484824,Autumn,692.1014235884259
292.9455206802402,69.04694120360094,238.2382164021583,Summer,1473.0281228052465
290.6118237355278,22.609255711104428,253.96209398561768,Spring,1307.6895018006996
112.94557395634104,61.87029152581318,69.82615317685163,Autumn,559.7459296221382
174.31212647309636,47.488240909550804,142.10909466141462,Winter,872.3221651630464
125.21957745419242,62.574655783128904,86.17324566457049,Autumn,583.1721881647911
121.2101235943669,35.569077136502656,120.86903145399037,Spring,642.5653655515064
696.6265076626313,135.76854649618633,16.91365137523107,Autumn,472.2376646607348
202.39108349497423,97.16701896202633,150.73442985054763,Autumn,1022.1945357770778
175.66975580721538,108.28330148878365,148.08004214706273,Spring,1061.4891606551535
62.86968781249734,122.59226101895398,,Autumn,565.1655189783976
872.941038490413,84.79748586077744,94.41428762586254,Spring,647.6475198349518
277.06647149166344,31.29963745136508,210.54918665946678,Spring,1196.8317414807543
109.89047266674311,89.8238504364112,125.5355195222063,Winter,782.0757694322639
86.22371802280577,96.28934534271428,40.01869640991974,Summer,564.6760016848584
172.36319006939075,116.9071316439629,93.91443292311098,Summer,898.6271435312434
296.41261352765014,76.11574100985831,245.93037982318677,Autumn,1437.9417603747033
110.51381787787511,,78.36996981524788,Autumn,502.2229645171739
218.03388685146965,56.89086775383418,154.00245313856146,Winter,1105.0860090564458
240.4049038321794,67.20069853182255,,Winter,1247.7541285492189
109.4093859980999,103.96924137310816,92.4035230739039,Winter,711.3522684816094
232.05408715296488,94.20117960695855,174.36169710763735,Spring,1184.5376571863212
141.9457831798133,66.29257436672,87.95053857043277,Winter,742.3839714443512
208.07645764839486,148.24698234308735,183.9103126843188,Winter,1272.172016911504
208.38242769022366,98.75072651639533,,Autumn,1106.755669189324
183.94367101868963,50.83948292567928,145.17141953936405,Winter,895.8764085667474
72.57244251360208,33.231721440652485,94.99069393183498,Spring,407.3603163503398
258.82562389730947,39.871688093963165,,Spring,1165.6072780942761
130.19501624293395,51.97450468998606,73.64550957585239,Autumn,594.9590625093564
96.62962759996356,40.88857852374224,63.46554068234596,Winter,504.7548969736342
60.19378538869098,44.25371312666975,47.24330798384283,Winter,361.30006701469614
197.72323579706045,57.06237193020012,163.0453776241022,Spring,964.5704896555387
219.3910904605706,42.53856738831813,170.6881512113299,Winter,1111.1583805526373
54.14695723196404,136.57950520143527,50.358673715857165,Winter,529.1119052449202
178.02326457482025,30.430386936013488,117.38782317604732,Winter,821.7388860607413
106.6239437994845,88.18648064413311,114.1744471210528,Summer,759.8730800307618
211.29319760236245,73.351587508656,167.3915345140386,Autumn,1029.2808278580858
93.59160725124786,147.70922019811883,97.21920243276084,Summer,785.5932196866145
,34.565057281846805,185.04205454804728,Autumn,983.0246941182075
146.68383657513436,71.72122787594641,126.48213364318318,Spring,786.0663788583001
284.1824971841836,146.03115632579795,238.74134335199096,Winter,1547.1074912819968
,132.51592636621743,76.45836002954493,Autumn,662.4320007566431
135.26658776256463,126.21936922340639,121.06772540740258,Summer,925.461671392553
78.36838031014727,53.52736751584218,89.27775485076646,Winter,603.7634174988343
281.1734045696407,42.21538636070856,228.86914704974197,Spring,1288.6437022013595
269.33483834524526,106.92361859017603,,Autumn,1376.0975604555024
114.4854069287889,140.81887858658615,89.7936116572866,Autumn,765.6159244927888
214.99601150854477,92.37917609181088,200.79915351582528,Autumn,1120.3501281986735
,94.30964963108698,189.9165939990578,Winter,1296.5653557155233
188.80020289986558,56.39728217583694,187.0589709781088,Summer,1000.9215872142629
182.41264458900162,120.03408131495179,145.1269566583144,Summer,1060.0503606724685
110.46307272511292,44.31568731247803,,Autumn,549.1809530751277
73.2756919514748,62.078300732551675,61.18264185939562,Spring,405.56136315023195
274.3039394883317,75.30673702013418,205.82211844116776,Spring,1316.4548270008863
275.10451429083264,85.98934922897915,236.8964824124406,Summer,1442.150416969313
208.27536431831697,51.51326521396043,153.5678118686058,Spring,954.6622853760482
134.75744776217516,34.92878721609646,98.88228954544455,Summer,608.7977050666274
137.3023936531652,99.38060551741223,72.05110030362155,Autumn,700.5103828369195
231.48891971755984,57.52197192123325,176.14500938906636,Summer,1162.638053475579
,95.56096878493959,170.9444654579363,Summer,1319.68528885225
271.77160606627933,40.0671529856463,185.739228383309,Autumn,1144.078899776247
244.96888646440595,82.54821324112626,211.1834022944107,Spring,1201.6349416802398
210.50791153857193,89.23662623170617,184.1223324038742,Summer,1161.399086480076
71.03499124876221,26.7370597869155,65.33714423470907,Summer,430.9868167182226
,63.758556165209676,52.9862199563385,Autumn,471.05001486079664
274.63854713176977,37.47390800206665,218.75661058257623,Spring,1215.9936409188663
201.60726491489748,28.238746161459808,,Summer,941.3671843214574
52.29926290415741,148.69483021069288,18.672116539475073,Autumn,454.62331840811555
75.36788571650803,61.90599984671399,90.36227460854943,Summer,583.9203394398594
215.87544227701395,125.28367796110253,190.2475996331246,Winter,1223.8954681265936
,53.1032851192893,36.59303329265046,Autumn,351.40706368698324
90.20201285437466,108.59535388911081,72.69932706339034,Spring,642.4852184941047
187.18344734164654,118.82962178565926,153.9144140322683,Spring,1060.0305335890994
222.97379942317332,,137.54434217005286,Spring,1057.1553747010973
212.99031487565014,81.30490451152059,165.4487042501082,Spring,1061.8657127352521
,73.53931883914491,71.214176932156,Summer,621.3760169802161
228.04480533688397,65.3528746505894,162.40344407160887,Summer,1081.3342755973401
109.31227187420001,140.83878875221734,81.8278116416409,Spring,742.0868890411441
131.34992453981693,127.98052301240479,141.033670168844,Spring,826.1901311627323
236.62285127950602,,202.11513824894502,Spring,1339.5786396390756
212.40822476180367,36.158639053120815,158.50300001378702,Summer,983.3579334933813
262.3058526235445,115.01277177647376,221.29633772595878,Spring,1354.9223976887045
214.40322307508583,141.98425938673492,199.50968719178871,Spring,1234.9413549327946
192.0771508338679,43.56029860153582,172.1543943253497,Winter,963.8164919815775
73.41869195702311,28.644514757681073,59.92756096402198,Winter,435.0372608767227
141.92895076485837,116.34568440770768,100.60442505777523,Spring,795.1377489979775
116.30059192043136,94.68150471338855,107.00493980861688,Autumn,724.9111138247139
110.9974108447709,129.43774097857536,96.66763638425171,Spring,696.4897786604386
293.2526386881114,38.170408961417635,252.5059753510438,Winter,1388.6490844001275
148.2744311666901,123.38475054178572,131.32298096699148,Autumn,946.7451360058776
273.0116387942783,46.21155160620679,239.40036534180936,Autumn,1240.5486278697954
207.78465649931573,41.27527257254158,155.52302096824124,Spring,918.8566969796467
248.7028258854121,41.354553731029085,225.31014202101622,Winter,1232.2000336395863
175.65927327629802,125.89471363007968,144.47941071488643,Winter,1050.873816619571
194.22597115658976,106.47563869050602,196.88599437777714,Autumn,1101.4770853956538
173.12942345471598,87.99850521998552,124.71978240198142,Spring,897.1405683115211
98.81074694951113,66.64796293605532,113.7678736229139,Summer,669.421621211868
230.61302881537634,134.03607030570407,188.44863872155403,Summer,1325.875180398555
120.19309061021394,71.01786396494259,83.1261124158822,Winter,689.5987280922056
56.07899160786346,126.15792713130502,35.185476605204336,Summer,516.0933143554506
211.36807397679195,77.08753811412839,,Winter,1102.4877787210353
94.27766985176223,69.00277582523799,83.90545480944812,Winter,653.6932014667913
285.1146460882286,80.14837213704884,238.5484266312929,Winter,1419.4843100942458
288.48214425064685,59.17912364133847,219.3117153217459,Summer,1333.536373877117
278.7160975551121,117.18921942291264,222.48578619887007,Winter,1487.4678308880762
142.5396750638611,85.35365071202229,156.87714722332618,Autumn,830.0306125320092
53.864154132216854,50.18765036908625,77.64218670778772,Spring,313.25095681608354
282.07964064693135,136.9446945256939,234.39018591102572,Spring,1497.136240173233
157.04603707932858,69.90585877851748,126.39689922682689,Winter,834.4853320566434
291.6637047609174,90.66187194481851,235.73159034309916,Spring,1407.1962452179132
290.9049942723132,137.8413744253911,244.9943548724589,Summer,1575.8486738934807
263.25236386684,101.15093946881898,190.14603978950393,Summer,1332.993020615786
123.61222301739642,35.19674529208733,93.74224766545024,Spring,603.1270856487105
146.27443215048132,142.17817606975177,83.64786424283326,Summer,885.5868538381021
262.78416787921424,101.60204689928432,218.211796755477,Spring,1334.2674665147094
129.23050128906942,63.537729905421195,116.32831982531037,Spring,681.4730430884987
92.37318667152311,38.105369446240346,64.23482009123101,Spring,471.84684347052166
,123.22327460513847,182.83998775747068,Winter,1156.7685022106373
284.03869354019525,100.60945827070675,202.7156415721094,Spring,1329.3452984588255
224.00744916874325,,149.9184617307982,Winter,1158.1793875015214
192.51529252234124,136.2060357966245,158.50127038907243,Spring,1071.6309513904598
74.29412344269213,122.517637459189,80.3772648063968,Spring,612.7252764044839
203.75180667479245,39.717734365257655,196.67999916899134,Spring,996.72950691042
297.51346252606584,60.52386881342127,228.83308476347386,Summer,1461.9832626541045
85.021003809131,52.30358817588055,89.59041971593072,Winter,537.3518378818947
179.58241309093418,116.71301803444801,142.89576108273323,Winter,1026.0374130822524
269.3432679819889,24.35921651565132,212.02206838677475,Spring,1174.1987513807994
235.1921544385511,,205.82692230057435,Spring,1193.3927713480289
224.253935248817,119.11962914628977,192.44960576732197,Summer,1273.673729748275
225.6210209967773,133.9795327790274,148.96897365773685,Summer,1169.7862707818942
139.8727878049388,64.47062733306797,141.42903723846896,Summer,779.092701364265
123.39796106612334,126.76344960736166,126.3201959358477,Winter,831.1669886694891
,34.38212580417694,189.36097706551215,Winter,1188.3358115747146
252.52834866979518,130.03879792548736,209.93874960458433,Winter,1433.8891674446945
266.7680796450259,36.57352610315772,223.2950674416755,Spring,1205.2604157477824
278.31013813911784,71.64734777284775,227.86158582777242,Winter,1364.9528370090072
,123.64839755134197,131.26237669527916,Autumn,979.7987241847014
175.37907367179992,39.489265555340594,126.87079157867892,Autumn,830.278288572345
249.5737947416938,49.80268138024339,,Summer,1169.2280845201403
212.4909826944413,113.89283389109862,193.44736654074035,Winter,1212.5807351586752
225.49171931442584,113.60474975098967,191.26537854342934,Autumn,1219.8386541538737
248.94816735902526,103.34919227508865,191.7462472454981,Summer,1306.1950825936956
272.50133545439155,110.213297780723,233.43504257648013,Winter,1443.770614287303
134.49878921288393,90.5541776351875,50.62817895770565,Spring,690.5783741225995
143.89573815998602,52.73387765790386,138.0919045354309,Autumn,663.195857808935
73.49548496021725,64.94047915550954,24.002112392611814,Spring,406.7068413665158
194.57003524904349,43.60770318418534,148.40720937117217,Winter,923.9140556784366
58.98556844918552,138.0985729733717,24.79505686682554,Autumn,435.42744968884455
166.39950453311502,95.84093331959566,107.22597411207391,Winter,917.0554193923967
185.66115867689416,72.11068417927319,171.7454626890857,Spring,1000.0327947777462
121.6353130320711,80.06075447373725,,Autumn,652.8353322039856
197.7083151422527,143.146834149536,165.0967297484165,Spring,1155.649944764543
57.62506248476236,39.935682405090425,45.16163841022621,Winter,418.85735761946665
59.337047187303604,96.20987816218364,57.01045429430532,Winter,545.3940129352575
255.65014016491457,85.76552825498058,206.0565499531368,Spring,1296.765237815552
140.04766035281574,99.48905060650422,86.3782837984812,Autumn,770.9523327013342
81.7651281629712,22.354323896709268,85.33743891931975,Spring,420.27319982835957
180.5608150137011,133.37610816273968,134.57352034773464,Winter,1012.2359675312696
242.4983882746527,141.1753767228696,162.86707264652716,Spring,1246.7646525955895
103.95525687421079,93.46731386659717,74.60190228005038,Winter,635.4058539164165
205.72261895475006,110.564607103996,194.5932909764863,Spring,1195.315289061906
71.33686624844199,139.92491955304843,74.07392784102345,Autumn,599.6947552399879
62.92043029215192,111.94102246074182,43.363301545564354,Autumn,481.38443231982046
182.838657892037,39.83007557885398,139.28577222726102,Spring,853.6493444559244
185.15878040252662,94.91748682168571,141.69432329767363,Spring,959.1608731886353
209.35747537455163,98.87295602977126,209.02093997085814,Autumn,1190.2012793524073
231.5228334306654,75.13698726931018,192.8569757891634,Winter,1165.448457662328
293.96301986563367,115.73775063121397,243.77124883632834,Autumn,1484.8596577709386
179.07508707529882,141.46771191997192,163.86573874087588,Winter,1093.6851756062129
130.73911823531148,,109.36707776877945,Spring,797.3151093782443
248.79654869217592,78.60911828253717,193.85639603732668,Spring,1176.0394039704333
117.70806281551856,34.720945959298184,90.23945327071529,Winter,606.8141563597726
159.74285517640902,148.0293558651035,126.36225895284595,Spring,951.9515989531852
,,54.94683153825636,Winter,578.6034063938112
,36.206148556424694,59.6227395558311,Summer,338.6699400980342
290.66210366948127,139.7094447402584,233.568600651731,Autumn,1499.2649342876962
258.99503012805144,133.0865270680767,221.84882564675274,Summer,1380.7897717695068
223.9935515234245,87.44894742638938,177.58050961656795,Winter,1186.0509927585922
152.2382361035675,96.8658066468408,123.36329268917581,Autumn,837.9644532261829
93.32358001771144,71.87035150311694,34.694850323527,Winter,482.02717356071076
89.10926066777151,27.119013046864072,89.61396202826684,Autumn,446.710478827947
112.56072454114883,63.57564141396712,96.97834915087893,Autumn,587.7362880099816
187.30666617653011,124.3709483177415,169.80553513841713,Autumn,1074.9454331852744
228.6489806750156,20.602162990598373,124.9940769761387,Autumn,954.8558968511459
215.0493441794328,63.354892319848744,213.8069694391608,Winter,1086.3130972473648
,71.76193016682262,93.1949868260851,Autumn,646.7175456566525
288.7163201657985,89.86142838192997,253.13671246738915,Autumn,1420.77290209534
234.47422917394212,139.58123013365886,166.7812647966431,Summer,1302.8972472776227
188.58851312785018,65.02497926757496,163.12628860353152,Spring,946.9008296711283
202.93018655858805,65.1039162465096,141.2758379833973,Spring,928.3530691917148
154.90001560694748,115.8751622542673,111.44463327164189,Summer,904.0457031668413
111.93274737528937,78.78833231567492,127.82682497756723,Summer,711.2343685194642
138.99316966281538,49.19862698219765,107.38088771498538,Winter,758.7283086832774
,78.81713709725014,195.91787955646828,Winter,1220.5350258376377
53.598372157438966,38.31141264937398,60.28005233972626,Winter,434.87374085324444
79.01816012672906,42.93030824580903,73.12816586083534,Summer,480.78752124861956
61.50066050543819,84.78781045613236,52.20890650722208,Summer,461.13875918209857
60.182200579742535,74.46030843559123,,Autumn,367.2232576017031
263.86514600275177,138.929967138853,259.1604285069669,Winter,1454.1018247587333
225.9144648450059,67.1112068851623,179.57919593533305,Winter,1083.8105239181773
168.5434572718313,95.47648553614565,138.85674675176438,Winter,962.8822625457763
74.45854016275037,102.19435742953895,80.57992005035254,Spring,563.8959661197559
172.90396877920807,21.702279356483373,160.43369368252615,Autumn,755.3312845134162
168.36794269514144,106.25985836217238,158.43496026732075,Winter,1032.1271346330336
93.30046747750379,43.14467569306768,87.41497842258671,Winter,532.8213899020236
158.46291230949328,144.93914127102917,103.91023159298496,Winter,975.536157219582
149.62618359934336,39.326154607904684,152.36957752549662,Spring,804.4518451497472
203.96252451305412,73.90113608451308,140.24311175006954,Spring,996.9596928092587
208.77341271691094,31.0954568502237,173.07143947830943,Summer,990.0623916314693
61.32600244301113,149.59365273997315,33.975284954021745,Autumn,507.3924734775537
143.6531536566178,85.28535134306154,113.63975599343439,Summer,757.4353356062489
206.4649789285591,97.40005225160569,171.7472313489169,Autumn,1050.2412887349915
175.78406464502194,28.719942060495573,147.054396025023,Spring,799.0397649287605
,117.49486115189312,219.73638332237016,Winter,1377.3462923640477
,47.287727102426146,204.01295170496195,Summer,1090.6773964637348
90.73360677035743,136.7470576272928,81.65757144656553,Winter,720.4868492242692
67.64218685010746,46.66815326266094,49.230616774272995,Summer,413.3631127828114
210.6048195515789,44.78940368627666,187.7655990070303,Spring,983.5415871131318
56.62782763540545,24.751456820252336,69.09167188681718,Spring,328.08354453594865
196.44389531836583,81.3687028642999,132.6029599519528,Spring,964.2317510987089
285.0575603562394,93.42934732414014,239.99404968198868,Summer,1419.310477916696
193.86854446896973,28.54212312568581,169.11829042139377,Autumn,934.6952866827595
147.0424815516305,120.81859017035137,111.68271517410456,Summer,897.3310537882232
210.82205461058828,78.9275485172436,196.17177995470303,Autumn,1085.144419486652
164.56322262287915,88.17073501258541,128.64946635765278,Summer,934.2517701279842
186.40419732898374,77.29915710196966,151.63488693261786,Summer,998.2597205277224
285.3662021941313,72.09919791379238,224.83152526962766,Spring,1366.1383893318175
146.52565945019356,92.75324307006832,117.5321085117842,Winter,859.9953522144484
290.2976409559785,40.18123197099263,210.3126110268788,Winter,1298.351182111026
276.33766048901595,43.65065696438525,192.2691107393269,Autumn,1215.5630672609918
98.94778369732411,132.03213073175726,,Winter,743.168318669405
67.34032521879136,142.99501007737226,36.93303320866654,Summer,596.6673367974141
75.19450034435667,68.53021111636788,40.3277532863592,Summer,472.13865347601075
54.55545641288743,55.19680750866199,10.0,Spring,282.81647853781004
73.6107401889821,103.71994062107206,46.109357197395646,Spring,493.58001226201594
220.7516933540892,73.13544224275253,150.1395588151214,Winter,1027.2798314055256
67.79716211505725,23.300226235844832,87.07803289477319,Autumn,364.1472409267924
129.7439075734403,40.29983765760475,123.99146784560494,Winter,708.6039468381713
261.2188277423636,,195.21205529033642,Winter,1357.4230374228407
55.81798393395647,105.66011244831968,89.70310325405136,Winter,532.4985773518071
253.61712064723395,,222.52900625761905,Winter,1229.6610646049771
120.46369369334998,48.85638105128343,89.87432728450754,Summer,617.9300886629431
79.54120690541407,50.03972355644928,13.6448512268598,Autumn,388.25406068523256
224.18429134103766,107.34605666783469,225.166284524645,Summer,1287.8102450019003
207.235711694971,,137.9971200207049,Autumn,854.440735636791
269.36800338176323,33.5341156579946,182.58642776627278,Spring,1202.3112098889735
233.76776095097145,123.98909109851462,207.46561740096996,Winter,1274.670786198704
250.87023259621213,43.21080606706337,249.4912342037552,Summer,1290.8437864366958
120.50864314282663,104.85699402074371,124.09237088447166,Autumn,787.3959433379641
94.35988594493071,50.96376153607444,86.76609115699176,Spring,495.03771137012933
237.6536879102146,32.92738105871487,202.0180371614774,Spring,1123.6168405922194
251.708684816816,51.61238482992903,218.43525902905895,Winter,1228.502317215926
297.62628550016836,113.89470114123569,253.27960019587002,Autumn,1509.2484679551771
153.15441922785664,131.24054085381715,128.14736386167283,Summer,971.9750403468502
143.0045214481958,127.92858239370891,116.48763923759417,Winter,905.5729257442799
